ID,text,sexism,gender,hostile,misogyny,misandry
36,我真的佛了，一个大男人怎么能做到这么恶心，祝他早日凉凉（真的很心疼我大哥了）,0,1,0,-1,-1
37,那个说自己女朋友穿肯定不好看的男的真恶心，买不起不能努力赚钱或者直说没钱吗！,1,1,1,-1,-1
38,以前跟男的恋爱过，没有跟女性谈过恋爱，有过暗恋的女孩子（应该？,0,2,0,-1,-1
39,真真假假都是听别人说的，不是当事人都不知道这些事情。我听说的版本就跟你的不一样，但我不会去为不能够证实的事情发声。不是当事人，何必女人为难女人。,0,0,0,-1,-1
40,看了很多的回答，必须承认国内有这种现象。,0,1,0,-1,-1
41,这还不算不自爱？这还不算作践自己？都为了钱跟一个老男人上床了！在你眼里什么才叫不自爱？！,1,0,1,-1,-1
42,啊，对这个主播真的很反感，恶心至极的好吗？还是个话痨，不管男的女的，敢叫小哥哥换装备，一梭子子弹打死你,0,0,1,-1,-1
43,他可能需要一个爱他疼他保护他的男朋友,0,1,0,-1,-1
44,生气啊忍不住啊，总要打一个人啊。打女的不好吧。那我就打男的了。而且那男的是有家室的，追求别的女性当然有问题,0,2,0,-1,-1
45,《清华简》中的记载，夏姬实际上是母女两人，后来的记载弄串了，结果强行解释为她有驻颜秘术的科幻技能。,0,0,0,-1,-1
46,看样子是我太长时间内上网了，竟然贤惠是个不好的词了。,0,0,0,-1,-1
47,因为他们知晓，欺负你并不需要承担什么后果，如果是一个满脸横肉全身雄壮的男性，看起来就不好惹，想来也是没有谁会随便敢去挑事儿的,0,1,0,-1,-1
48,简直是中华田园女权癌和被父母不公对待过留下心理阴影的人狂欢，变着法甩锅把主要责任推给父母，我真的很服气,1,0,1,-1,-1
49,高中就堕胎过的女人还是一个小混混居然也能嫁土豪。？？究竟是这个土豪的门槛太低了，还是女的家庭太富了。？？,1,0,0,-1,-1
50,妹子的标签是讨厌直男癌。。。自己却一语道出自己就是个直男癌,1,1,1,-1,-1
51,估计这个女的卖的东西也是用这种方法骗来的吧。这就属于诈骗啊，你当初为什么不报警啊，就算报警没有用，也得搅和搅和她。,1,0,0,-1,-1
52,分手吧，你不配做别人女朋友,0,0,0,-1,-1
53,婊子配狗天长地久！你该跪着初恋不娶之恩。这种男人和这种朋友，要他们何用！当初你可能是恶心，现在过了那么久，反过来看，你该庆幸，命中没有这一劫！,1,1,1,-1,-1
54,可能你是小仙女,0,0,0,-1,-1
55,其实想羞辱女人太容易了，她要不要彩礼你都可以骂她贱，要彩礼可以骂她把自己当货，不要彩礼可以说她比货都贱，对比一下女人觉得ok那我要钱,1,0,1,-1,-1
56,既然女性这么重要为什么你国如此厌女？,0,0,1,-1,-1
57,是啊。 朋友，醒醒，重男轻女时代过去了。,0,0,0,-1,-1
58,可是我觉得齐豫姐姐这个样子真的很好看。我还喜欢她的裙子，仙女一样,0,0,0,-1,-1
59,女孩不需要自己打拼吗？你这也算是重女轻男了吧,0,0,0,-1,-1
60,当今女权舆论把女性做家庭主妇当成“压迫女性”，反过来说男性做家庭主夫是“解放男性”，这双标就有点恶心了。看了很多回答，女权说的，,0,0,0,-1,-1
61,首先，那些成天埋怨现在女性不乐意生孩子，害怕自己没孩子传宗接代的男性他们的基因到底是有多好，家底是有多丰厚。,1,1,0,-1,-1
62,这么多肌肉找男朋友应该很容易,0,0,0,-1,-1
63,男性会受到诸多道德绑架。,0,1,0,-1,-1
64,女的流氓也很多,1,0,0,-1,-1
65,我觉得挺好看的啊，萌萌的男孩子穿的萌萌的风格了。有自己的感觉挺好的,0,1,0,-1,-1
66,精子是一些类似鼻涕的东西，那玩意叫精液，建议那位老姐去找个男朋友_(:з」∠)_。,0,0,0,-1,-1
67,作为一个过来人说，学UI设计选择培训机构之前，先要了解当前自身情况！,0,0,0,-1,-1
68,这男的和女的都不清不楚男的渣女的婊看得真气,1,2,1,-1,-1
69,想要温柔贤惠的老婆都有罪了？,0,0,0,-1,-1
70,有几例。新疆还有报假警伏击警察的案例不少。另我没说这件事妇女是袭警。是暴力抗法。 文上半部讲的是执法难处和风险。,0,1,0,-1,-1
71,是的，真的对长得漂亮的就喜欢舔，我上学时对班花也这样，因为她实在太好看了，虽然我是女的，但更多的是好羡慕她[可怜],0,0,0,-1,-1
72,微操，走位躲女警q,0,1,0,-1,-1
73,这种人玩游戏就是侮辱游戏群体，我也见过，这种人一起说玩游戏不如说就是冲着女人去的，也怪不得去玩那种垃圾游戏,1,1,0,-1,-1
74,农村女扶弟魔不要太多,1,0,0,-1,-1
75,蛮吓人的，就生活在杭州也没有见过这种恐怖的父母[捂脸][捂脸][捂脸]不过农村的确是重男轻女会多些。,0,2,0,-1,-1
76,你们家是不是重男轻女啊？甚至更恐怖的是不是他们在玩你，把你当成了玩具，你哥哥说的对，逃离这个家。,1,0,0,-1,-1
77,ai？我只会和是我男朋友的人牵手手要抱抱,0,0,0,-1,-1
78,其实男性读到这句话并不会认为这是在歧视男性，他们觉得无所谓，不会在这些地方计较。,0,1,0,-1,-1
79,男朋友要不要啊小哥哥,0,1,0,-1,-1
80,我家也是，明明条件比有些同学都好，而且我是独生女，但是活的钱比命重要,0,0,0,-1,-1
81,我的主页怎么了，太奇怪了，请你说说田园女权的标准吧，你咬文嚼字有意思吗，本人没有性别偏见，你收好你的玻璃豆腐心吧,1,1,0,-1,-1
82,这女人这辈子怎么过啊，过不了几天就得自杀吧。心疼阿姨，人就是有劣根性，大部分人都是喜欢随大流戳死别人的，看明白人性就行了,1,0,0,-1,-1
83,你咋不从女娲造人开始录,0,0,0,-1,-1
84,不是，我的意思是初恋或者女神都是一样的不是说初恋是女神[捂脸],0,2,0,-1,-1
85,所以这个科学家每天在做实验的时候想着，我今天用这个公式产生了多少个闺女？,0,2,0,-1,-1
86,我也独生女，爸妈也爱。但我仍然焦虑。不过我从来不乞求其他谁来爱我，我也懒得讨好人。我只有在人际关系差的焦虑。,0,0,0,-1,-1
87,宋玉的登徒子好色赋。 宋玉说隔壁有个超级大美女，天天登墙偷看他，他都不喜欢人家。但是登徒子老婆贼丑，他还那么喜欢她。以此论证登徒子是好色之徒。[微笑],0,0,0,-1,-1
88,包括的，男性的强制性交归于强制猥亵罪，视情节轻重有时不比强奸罪轻，你可以看一下我的职业,0,1,0,-1,-1
89,女人真是心狠！,1,0,0,-1,-1
90,看过朱没被毒害之前的照片，多么青春美好的一个少女，却被人硬生生地毁了，凶手却逍遥法外，真是可叹可悲。,0,0,0,-1,-1
91,哇，你就是这样去坑男人滴？！真恐怖。,1,0,0,-1,-1
92,兄弟说的好啊我虽然不敢说但是我给你赞我管有没有女孩子关注我（滑稽,0,1,0,-1,-1
93,在女性肉体政治学一书中有提到，在过去的男权社会中，女性的身体，生育权和交配权都是以男性公民为主体的社会的私产之一。,0,0,0,-1,-1
94,我想问问题主是女生还是男生，为什么我这么讨厌你的文章,0,1,0,-1,-1
95,是啊，娶她们的男人何尝不也是可怜人，逼他们娶妻的这些亲属何尝又不也是可怜人么，这也只能说是社会问题。。。,0,1,0,-1,-1
96,那么个疯狂的人当总统，口无遮拦，侮辱女性，那抛弃职业道德挽救国家于万一啊,0,1,0,-1,-1
97,保护好自己，毕竟法律没有规定侵犯男性为强奸。,1,1,0,-1,-1
98,不打女人是因为有素质因为打人就不对但是如果你撕破这层道德并且你还打不过我那对不起我要打死你,0,0,0,-1,-1
99,"又要属猴又要男孩，要求怎么这么高。汗(\"" )汗",1,1,0,-1,-1
100,凭什么不愿意打女人的男性就活该被家暴，这就是女权吗？把拳头对准不愿意打女人的男人，在真敢家暴的男人面前当狗！,1,1,1,-1,-1
101,真是妖韶女老自有余态啊！,1,0,1,-1,-1
102,是啊，那是谁先说的女司机撞人多的？我猜你一定对这种歧视女性的发言视而不见吧,1,0,0,-1,-1
103,你一直对男方做法不做任何评论，我没说你是直男癌，反而你一直再说女权，仁者见仁，智者见智了。,0,1,0,-1,-1
104,对！无毒不丈夫，女人也就杀两三个，男人可以洗劫一座城的人,1,2,1,-1,-1
105,双性恋常觉得自己受到同性恋歧视，以我个人愚见，同性恋歧视的不是双性恋本身。,0,2,0,-1,-1
106,然而在电影里男主提出的为什么不用铅笔以及是校长吼出的铅笔辣鸡有碎屑,0,1,0,-1,-1
107,具体的事很多，家人随意聊天的各种反感，言者无意，听着有心；交往很久的恋人说分手连头也不回。,0,0,0,-1,-1
108,我的意思是男性中取贱名的更少，女性由于重男轻女的思想取贱名的才更多,1,0,0,-1,-1
109,我看哭了祝答主早日找到幸福呀～也希望我现在遇到的这个男孩子能从一而终,0,1,0,-1,-1
110,你女的扯什么接盘！结婚是你出房出车出彩礼么？！,1,0,1,-1,-1
111,要胆大心细不要脸，女人多爱渣男不是没道理的,1,0,1,-1,-1
112,小男孩:你打扰到我了,0,1,0,-1,-1
113,干得好，他妈的恶心女人!,1,0,1,-1,-1
114,女仆长你原来是这种女仆,1,0,0,-1,-1
115,我也这么觉得，真特么气人，最烦重男轻女,0,2,0,-1,-1
116,容易胀疙瘩的人有了性生活会好很多，可能和激素有关。一脸青春痘的多啪就会好的。你好好谈个男朋友吧。有句话可能不好听叫关了灯都一样。,1,0,0,-1,-1
117,这些男的女朋友被欺负了，如果不找她才是情商真的不高,0,0,0,-1,-1
118,社会歧视女性与女的吃香有什么逻辑关系吗？,1,0,0,-1,-1
119,我们国家竟然没有女权问题，那你说说男性人口为什么比女性多那么多?,0,0,0,-1,-1
120,豹女 盲森,1,2,0,-1,-1
121,【为国捐躯的军人，从事高危职业（警察、消防员等）的更多是男性】——原来这叫受歧视——。,0,1,0,-1,-1
122,这种男人剁了喂狗？？？？恶心,1,1,1,-1,-1
123,还缺170以上的女朋友么还是你想要一米八的哈哈哈哈哈哈啊哈,0,0,0,-1,-1
124,我们这些偏瘦的男士，一直再为120130的体重奋斗。,0,1,0,-1,-1
125,什么屌人啊这个男的,1,1,1,-1,-1
126,那男人出轨，女人是打不过男人的，半夜能杀了你吗？怎么偷情杀不得了？,1,0,1,-1,-1
127,这告诉男人们不能出轨出轨家破人亡,0,1,0,-1,-1
128,男的真是驴脸大鼻孔，不好看啊,1,1,1,-1,-1
129,那个是日本什么综艺节目啊，让我想到了玩偶游戏里，女主也参加过哎！,0,0,0,-1,-1
130,我觉得大部分的答案没有谈到本质，男性受歧视的真正原因是因为男性太多了。,0,1,0,-1,-1
131,喜欢上一个很有潜质弯的直男，他对我很好，但是有女朋友。,0,1,0,-1,-1
132,太厉害了，如何找一个你这样的女朋友啊,0,0,0,-1,-1
133,为什么只有妇女，没有妇女的对应词？感觉这个词就是故意创造出来恶心人的,1,0,1,-1,-1
134,这个真啥，大多数日本人也不会怎么在意老婆这样的，因为日本男的他们就经常出轨。,1,1,0,-1,-1
135,楼主优秀，男人怂货，怂货都虚伪。,1,1,1,-1,-1
136,过于美好，妾不是相当就能当的，一般穷人家的女儿是通房丫头，熬几年成为姨娘，想要接济娘家，想多了，你过来的时候连陪嫁都没有，是买来的，娘家跟你没关系,1,0,0,-1,-1
137,没那么严重，就是家暴了，好多次了，女的受不了了，但是又不能当着面报警，然后就有了这通披萨电话。,0,0,0,-1,-1
138,明白了，流氓干啥都行，就是不能侮辱女性，世界围着女性转，女性人权高于其他人,1,0,0,-1,-1
139,你这思维还工程师啊？如果你是个男人，你就在和所有女性交往的中，第一天就把你在知乎的诋毁女性这些观点告知对方，不然你不过是骗个子宫给你传宗接代而已。,1,1,1,-1,-1
140,可能越来越多的女生觉得作才能获得更多的爱，贤惠是没有好下场的~,1,0,0,-1,-1
141,做护理工作的时候，男病人希望是女护士护理，女病人同样是希望女护士护理。,0,0,0,-1,-1
142,小哥哥还差女朋友吗专门帮你收娃娃的那种,0,1,0,-1,-1
143,一个木函是男朋友发给我的哈哈哈哈好好玩,0,0,0,-1,-1
144,女女就好比女女手拉手，好理解。男男手拉手恶心死,1,0,1,-1,-1
145,现在好多男性都这样，我一个boy都觉得好恶心,0,1,1,-1,-1
146,为什么男人总是在问：好女孩有不拜金的吗？因为在他们眼里，双非穷丑女孩根本不算女的。,1,0,1,-1,-1
147,这个年纪男孩子阉割可以大幅提高服从性，进而不会抑郁也可以非常温顺的被塑造。不过现在不必那么血腥，吃一点化学去势的药就不会感到抑郁了。,1,1,1,-1,-1
148,应该是一个小女孩闯红灯，差点被正常行驶的汽车撞到，司机下来批评，并叫来其父母，后女孩不堪心理压力，自杀,0,0,0,-1,-1
149,配图这美女感觉有点像欢天喜地七仙女里面的阴蚀王[捂脸][捂脸],1,0,0,-1,-1
150,李庄白肉，说不好，我觉得秃子问题很大，不过女枪，小狗，这种真的是足够黑了,0,2,0,-1,-1
151,你确定我不是男孩子吗[调皮],0,2,0,-1,-1
152,早点回家？女性就没有回家自由吗？女拳警告（狗头）,1,0,0,-1,-1
153,现在你夸女的贤惠。 就像夸男的老实一个感觉。,1,2,0,-1,-1
154,警察不管是不是，觉得这是家务事是吗? 那个男的，明明是杀人犯啊!!,0,1,0,-1,-1
155,那如果对方开始侮辱你嘲讽你说你不是男人什么的呢,1,1,0,-1,-1
156,这是歧视男性的问题，我要男权[捂脸],0,1,0,-1,-1
157,？？？？？为什么活该？男生做错了？,0,1,0,-1,-1
158,上次看到这个，我还是个处男,0,1,0,-1,-1
159,我难道不能说她丈夫让她做家务还欺负她，每天大男子主义？举证依然找街坊太太亲友团，你知道在日本欺凌的标准是感觉欺凌了就是欺凌么。,0,0,0,-1,-1
160,知道友女和友仔的，一定是南宁人,0,2,0,-1,-1
161,男人自己歧视自己的大头啊[捂脸]所以男人们快来加入男女平权吧,0,1,0,-1,-1
162,正常。 中国受教育程度总体上，女性已经是压过了男性一筹，具体移步中国国家统计局。,0,0,0,-1,-1
163,结束时间不清楚，但是已经有人开始对极端、别有用心的女拳反击了。,0,0,0,-1,-1
164,哈哈哈，答主，看了你的所有回答，逗比女神，忍不住的财政税收课笑出来了声，然后罚站了三节课,0,0,0,-1,-1
165,兄弟姐妹节点？是不是有、歧视女性？[思考],0,2,0,-1,-1
166,为了电影特意去看了书，看电影的我哭成狗，看完书的我觉得可能得再历练几年吧，有点难以原谅男主,0,1,0,-1,-1
167,噗这话说的，现在知乎黑女权都是政治正确了。,1,0,1,-1,-1
168,我记得蛇女是卡特的妹妹，是诺克萨斯交际花及间谍，后来因为接触一份军官，违背诺言，被诅咒变成了蛇女,0,0,0,-1,-1
169,学钢琴时间不长但是白毛女记忆犹新现在已经不会弹了,0,0,0,-1,-1
170,首先，我也是女孩子，感觉做数据分析没什么性别之分，猜测题主是觉得偏数学、统计一点的东西，需要很强的逻辑思维吧。,0,0,0,-1,-1
171,你想多了，这个男的是自杀，他要是被电死了求仁得仁，主舆论只会骂他死了活该。怪警察救援不力的人会被别人喷死。,0,1,0,-1,-1
172,女神，过了吗？,0,0,0,-1,-1
173,本人处女座，最爱金牛座和魔蝎座。 最讨厌双子座，其次水瓶座。,0,2,0,-1,-1
174,这二女儿的人生中出现过多少加害者啊 怎么能是母亲毁的呢，老汉+舅舅的锅都给母亲背了，我看这个母亲自己也是得想办法才能谋生的啊。,0,0,0,-1,-1
175,让未成年少女被lj换取原谅他！！！！,1,1,1,-1,-1
176,科学证明孩子的基因是父母一人一半的，一样是可以传宗接代的，怎么就得生男孩才行了，个人觉得答主还可以去答一波没文化是怎样的一种体验,1,0,0,-1,-1
177,遇到妈宝男真是恶心，更恶心的是那女人,1,0,1,-1,-1
178,女性觉得爽的bl题材（耽美）男生看了也恶心[不抬杠][不抬杠]而且肥肠可怕[doge][doge],1,2,0,-1,-1
179,你不觉得这男的是不合时宜在耍逗比逗女孩笑吗他自己的口语错误正常人都一目了然吧,1,0,0,-1,-1
180,明人不说暗话，你缺男朋友吗,0,0,0,-1,-1
181,不到30岁，但是希望我们30岁的生活是这样的：1、选择一个包容克制社交的城市生活。,0,0,0,-1,-1
182,可能他们这个少女感的意思是说，在他们这个年龄阶段里感觉算少女,0,0,0,-1,-1
183,凭什么身高收入就能当筹码，处女就不行？说到底，那膜值多少，不是看男生有多在乎吗？男生不在乎，女生拿这个当筹码根本没用啊。,1,0,0,-1,-1
184,油泼大仙女，路人表示你说的对啊,0,0,0,-1,-1
185,这种事不会发生是因为生理上的原因，使得女性很难强奸或囚禁男性，将这种事情归类为男权社会，典型的田园女权,0,0,0,-1,-1
186,女性被猥亵的概率很高，维权很难。比如有男人不怀好意摸了你，但是周围没有监控能清晰拍下来，那女性唯一的选择就是忍受，毕竟在中国这是很损害女生名节的。,1,0,0,-1,-1
187,喊麦歧视和物化女性这一点就足够恶心了。,1,0,0,-1,-1
188,在此我有话说，请朋友圈的小姐姐注意一下，你的男朋友出去找小姐都给一千多，你那个521的转账就不要发了呗,1,0,0,-1,-1
189,女孩们心里上对男性的不信任，往往会把肌肉同暴力画上等号，忽略人的实质。,1,1,0,-1,-1
190,我是一个男的，来这里看看对自己有优势的专业。,0,1,0,-1,-1
191,如何看待迪路兽进化成天女兽[飙泪笑],0,2,0,-1,-1
192,怎么什么都是女权婊，一个男的不喜欢女的，或者有什么情况非得在外边找女人，离婚不就得了，出轨是什么鬼,1,1,1,-1,-1
193,我妈就是家庭主妇，本来对家庭主妇没有啥看不看得起的，结果呢，她一天到晚埋怨这埋怨那，抱怨家庭主妇的辛苦与不容易。,0,0,0,-1,-1
194,其实之前跑男里面有一期她..跳舞？就是一直转圈圈啥的我就觉得贼尬了但是围观群众全部发声惊叹我就寻思是我的问题老,0,0,0,-1,-1
195,马刺没跪舔啊，我对伤病保密，你凭啥要知道啊，我一个女神出去约个会和别人过个夜，你应该当作啥事没发生，要完全的信任。,1,0,0,-1,-1
196,跑男之前到苏州也想到我们学校来着，我们校长拒绝了，班主任也是一脸不屑,0,1,0,-1,-1
197,nh恐怕只有sm能同时拥有多个女团并且资源不冲突，其他的 额不看好,0,0,0,-1,-1
198,为什么有人说玩女号被dlc恶心到？我不太懂，其一是男号女号剧情不都一样吗，其二是这剧情也没问题啊,0,2,0,-1,-1
199,是的。 你还好意思说你是女的，爱好男男，呵呵，你不知道艾滋病就是同性恋传染开的吗？,1,0,1,-1,-1
200,[好奇][好奇][好奇]怎么都是直男？这样的女的不配拥有存在感？,1,0,1,-1,-1
201,日本女生:我们这好多电车痴汉，中国女生:我们这堕女婴，日本女生:我们这女人出卖色相合法，中国女生:我们这堕女婴日本女生:我们这女人出门不化妆会被认为不礼貌，中国女生:我们这堕女婴,1,0,0,-1,-1
202,比如说baby，整得赏心悦目，钱花得值！演技人品不论，从颜值上来说，真是直男杀手。我讨厌的是整失败的。赔了夫人又折兵，感觉好蠢。,1,0,0,-1,-1
203,怼的真爽，不过小心你的答案被小仙女们踩下去。。。。。,1,0,1,-1,-1
204,没谈过恋爱的内向女生基本都是这样的[捂脸],0,0,0,-1,-1
205,是的所以很多单位不招女性你们认为歧视女性那就别抱怨了行业选择与平等无关,1,0,0,-1,-1
206,呵呵，现在的男性这么恐怖自私还不让人说了？,1,1,1,-1,-1
207,操姐的就更不稀奇了，毕竟操女儿的都有,1,0,1,-1,-1
208,开启我还能看进去，后面你在细讲两国女团的时候我选择了划走，或许我谁都不爱[飙泪笑],0,2,0,-1,-1
209,女的就是为了嫁人？？？为了梦想奋斗不行吗，一直男说你男的就好了，别评价女的好嘛，谢谢！女的不是嫁的好就怎样，对象顶个屁用，自己过得好才是真的好。,0,0,0,-1,-1
210,和我做一次爱是什么鬼？这个骗子是个男的？,0,1,0,-1,-1
211,哦这帮狗男人全员恶人啊,1,1,1,-1,-1
212,主要是生育，男女权这方面一直都是女性受压迫，突然有一个这么显明的反例自然会引起争端,0,0,0,-1,-1
213,因為人們會以賢慧當枷鎖，鎖住女性的自由意志。,0,0,0,-1,-1
214,我也觉得她也就是一个邻家女孩的感觉不晓得四千年这个梗从哪来的,0,0,0,-1,-1
215,是的，现在软辅的牌面还是猫和拉克斯，以及变种琴女,0,0,0,-1,-1
216,我的女室友们，考试，考语言证书，面试，考驾照，再加上旅游，全国各地开房，北至北极村，南至港澳台,0,0,0,-1,-1
217,瘦了以后，我爸整天喊我 女神 ，以前都懒得和我多说话的,0,0,0,-1,-1
218,只是不想让你侮辱直男两个字,0,1,1,-1,-1
219,对对对，男的错，全是男的错，这该死的男权社会！,1,1,1,-1,-1
220,你是活在什么年代？!╭( )╮你这个观念和男生不会被强奸有啥区别？,1,2,1,-1,-1
221,我认为30岁的男人可以一分钱都拿不出，没钱和看不起有半点联系吗？,1,1,0,-1,-1
222,这次主要还是倒在题材敏感上面了一堆评论说的什么重口侮辱女性根本骂的不在点子上哪个r18作品不带点侮辱女性的,1,1,1,-1,-1
223,当妈粉还是当女友粉区别就在他的眼线了,0,1,0,-1,-1
224,仙女都长这样吗,0,0,0,-1,-1
225,女生如果不喜欢一个人，一开始就要果断拒绝,0,0,0,-1,-1
226,家教里面就好像没有女主一样，京子太边缘化了,0,0,0,-1,-1
227,我是直男，我感觉你在侮辱我。,0,1,0,-1,-1
228,男同毕竟又不会怀孕，所以就不带套啊。,1,1,1,-1,-1
229,我还好，可能比你轻点，找个勇敢的男朋友也许会好点。好多时候我都不想也不敢去问路，宁愿用百度地图走错,0,0,0,-1,-1
230,编剧，我想应聘出演女一号（滑稽）,0,2,0,-1,-1
231,你说这话有逻辑吗，古代韩国日本不是男尊女卑了？为什么就讲中国男人要还，这可能就是双标吧,0,1,0,-1,-1
232,我没有性别歧视的意思，但是我第一反应想到的就是某些女人的想法,1,0,0,-1,-1
233,这个标题就有问题吧，为什么30岁要可悲，无论同性恋异性恋每个人生阶段都会遇见不同的问题，面对着人生的路口和选择。,0,2,0,-1,-1
234,所以男人垃圾原来不是价值判断，是个事实判断吗[捂脸][捂脸][捂脸],1,1,1,-1,-1
235,先粉了女神再说,0,0,0,-1,-1
236,这不只是贫穷，更多是因为重男轻女,0,2,0,-1,-1
237,根本不会，不如说还挺羡慕双的。,0,0,0,-1,-1
238,楼主的语气给我感觉像个中学小女生，文弱善良没主见的那种,1,1,0,-1,-1
239,歧视你怎么了？在中国受歧视的多了，大多数受歧视群体比如农民，离婚妇女，这些人比同性恋更值得怜悯。,1,0,1,-1,-1
240,不算是国内顶尖学校的学生，海外研究生毕业，学校不鸡肋，第一次去上海应聘天健会计师事务所（上海分所）的审计员。,0,0,0,-1,-1
241,说真的，现代女生娇生惯养的太多，被宠坏了。,1,0,0,-1,-1
242,婚姻就是契约，问题是，女人的付出代价在前和后（生和教育），中期是男人付出，凭啥你得到了好处就拍拍屁股违背契约？不爱，别制造生命，负责不是给钱，而是不能缺席！,1,2,0,-1,-1
243,家暴男出轨男都是垃圾。,1,1,1,-1,-1
244,除了性侵性骚扰你说的这些男的就遇不到了？自己戴有色眼镜。,1,0,0,-1,-1
245,女儿已经支付了50万，没有不养老啊，没完没了的吸血是老人吗？吸血鬼吗？,0,0,0,-1,-1
246,我是让了小女孩她妈和她外婆，才继续走的，结果小女孩突然冲出来,0,0,0,-1,-1
247,不是不利于练习线条，而是新手根本看不清少女的线条，只能拿老大爷刷经验。,1,2,0,-1,-1
248,我觉得从外表看不出来的，我是个弯的，遇到弯的我会有一种直觉（这个东西称为姬达），我姬达好像还蛮准的。,0,0,0,-1,-1
249,其实我发现大多数白银段位的adc，能给他们帮助他们还是能carry的，有一局遇到个薇恩，20分钟我风女直接和他二打五了,0,2,0,-1,-1
250,说实话，中国人发不好v的比比皆是，这个女主应该是很强的（滑稽,0,0,0,-1,-1
251,你爸让你与后妈与她亲戚搞好关系？他考虑过你的感受吗？失婚女人真的非常没有安全感，我的两个朋友就是，多关心关心妈妈吧。,0,0,0,-1,-1
252,湾区女性也不都是漂亮的吧，长相普通的怎么办？忽然想到新问题，为什么颜值低的湾区男码农不去整容？因为女方经济优越，所以高帅人好有情调没钱也可以是吗？,1,2,0,-1,-1
