ID,text,sexism,gender,hostile,misogyny,misandry
96,那么个疯狂的人当总统，口无遮拦，侮辱女性，那抛弃职业道德挽救国家于万一啊,0,1,0,-1,-1
97,保护好自己，毕竟法律没有规定侵犯男性为强奸。,1,1,0,-1,-1
99,"又要属猴又要男孩，要求怎么这么高。汗(\"" )汗",1,1,0,-1,-1
100,凭什么不愿意打女人的男性就活该被家暴，这就是女权吗？把拳头对准不愿意打女人的男人，在真敢家暴的男人面前当狗！,1,1,1,-1,-1
103,你一直对男方做法不做任何评论，我没说你是直男癌，反而你一直再说女权，仁者见仁，智者见智了。,0,1,0,-1,-1
106,然而在电影里男主提出的为什么不用铅笔以及是校长吼出的铅笔辣鸡有碎屑,0,1,0,-1,-1
109,我看哭了祝答主早日找到幸福呀～也希望我现在遇到的这个男孩子能从一而终,0,1,0,-1,-1
112,小男孩:你打扰到我了,0,1,0,-1,-1
121,【为国捐躯的军人，从事高危职业（警察、消防员等）的更多是男性】——原来这叫受歧视——。,0,1,0,-1,-1
122,这种男人剁了喂狗？？？？恶心,1,1,1,-1,-1
124,我们这些偏瘦的男士，一直再为120130的体重奋斗。,0,1,0,-1,-1
125,什么屌人啊这个男的,1,1,1,-1,-1
127,这告诉男人们不能出轨出轨家破人亡,0,1,0,-1,-1
128,男的真是驴脸大鼻孔，不好看啊,1,1,1,-1,-1
130,我觉得大部分的答案没有谈到本质，男性受歧视的真正原因是因为男性太多了。,0,1,0,-1,-1
131,喜欢上一个很有潜质弯的直男，他对我很好，但是有女朋友。,0,1,0,-1,-1
134,这个真啥，大多数日本人也不会怎么在意老婆这样的，因为日本男的他们就经常出轨。,1,1,0,-1,-1
135,楼主优秀，男人怂货，怂货都虚伪。,1,1,1,-1,-1
139,你这思维还工程师啊？如果你是个男人，你就在和所有女性交往的中，第一天就把你在知乎的诋毁女性这些观点告知对方，不然你不过是骗个子宫给你传宗接代而已。,1,1,1,-1,-1
142,小哥哥还差女朋友吗专门帮你收娃娃的那种,0,1,0,-1,-1
145,现在好多男性都这样，我一个boy都觉得好恶心,0,1,1,-1,-1
147,这个年纪男孩子阉割可以大幅提高服从性，进而不会抑郁也可以非常温顺的被塑造。不过现在不必那么血腥，吃一点化学去势的药就不会感到抑郁了。,1,1,1,-1,-1
154,警察不管是不是，觉得这是家务事是吗? 那个男的，明明是杀人犯啊!!,0,1,0,-1,-1
155,那如果对方开始侮辱你嘲讽你说你不是男人什么的呢,1,1,0,-1,-1
156,这是歧视男性的问题，我要男权[捂脸],0,1,0,-1,-1
157,？？？？？为什么活该？男生做错了？,0,1,0,-1,-1
158,上次看到这个，我还是个处男,0,1,0,-1,-1
161,男人自己歧视自己的大头啊[捂脸]所以男人们快来加入男女平权吧,0,1,0,-1,-1
166,为了电影特意去看了书，看电影的我哭成狗，看完书的我觉得可能得再历练几年吧，有点难以原谅男主,0,1,0,-1,-1
171,你想多了，这个男的是自杀，他要是被电死了求仁得仁，主舆论只会骂他死了活该。怪警察救援不力的人会被别人喷死。,0,1,0,-1,-1
175,让未成年少女被lj换取原谅他！！！！,1,1,1,-1,-1
189,女孩们心里上对男性的不信任，往往会把肌肉同暴力画上等号，忽略人的实质。,1,1,0,-1,-1
190,我是一个男的，来这里看看对自己有优势的专业。,0,1,0,-1,-1
192,怎么什么都是女权婊，一个男的不喜欢女的，或者有什么情况非得在外边找女人，离婚不就得了，出轨是什么鬼,1,1,1,-1,-1
196,跑男之前到苏州也想到我们学校来着，我们校长拒绝了，班主任也是一脸不屑,0,1,0,-1,-1
206,呵呵，现在的男性这么恐怖自私还不让人说了？,1,1,1,-1,-1
210,和我做一次爱是什么鬼？这个骗子是个男的？,0,1,0,-1,-1
211,哦这帮狗男人全员恶人啊,1,1,1,-1,-1
218,只是不想让你侮辱直男两个字,0,1,1,-1,-1
219,对对对，男的错，全是男的错，这该死的男权社会！,1,1,1,-1,-1
221,我认为30岁的男人可以一分钱都拿不出，没钱和看不起有半点联系吗？,1,1,0,-1,-1
222,这次主要还是倒在题材敏感上面了一堆评论说的什么重口侮辱女性根本骂的不在点子上哪个r18作品不带点侮辱女性的,1,1,1,-1,-1
223,当妈粉还是当女友粉区别就在他的眼线了,0,1,0,-1,-1
227,我是直男，我感觉你在侮辱我。,0,1,0,-1,-1
228,男同毕竟又不会怀孕，所以就不带套啊。,1,1,1,-1,-1
231,你说这话有逻辑吗，古代韩国日本不是男尊女卑了？为什么就讲中国男人要还，这可能就是双标吧,0,1,0,-1,-1
234,所以男人垃圾原来不是价值判断，是个事实判断吗[捂脸][捂脸][捂脸],1,1,1,-1,-1
238,楼主的语气给我感觉像个中学小女生，文弱善良没主见的那种,1,1,0,-1,-1
243,家暴男出轨男都是垃圾。,1,1,1,-1,-1
256,怎么地我就是直男癌，就是看不起约炮的，男女都包括,0,1,1,-1,-1
258,大秦打赵奢都难，我比较好奇怎么打让大萌头疼的四部建州女真骑兵,0,1,0,-1,-1
261,我，手机11303张照片总数，除了明星外，没有一个是男生。,0,1,0,-1,-1
262,怎么说都是过分。如果一个男的这么说不得直接被网暴。真ex。,0,1,0,-1,-1
267,我看到的有个情况是，男性被性侵，不论是被男性还是女性性侵，很多人不敢说出来。,0,1,0,-1,-1
270,太讽刺了，谁被泼硫酸没热度啊？男女比例中女的不会做泼硫酸这种事就叫没热度，男的一泼就上热搜了？这个回答里的这些男性跟您简直异曲同工,0,1,0,-1,-1
273,北方男人咋的？这也要地狱黑？,0,1,1,-1,-1
277,谁说的，还有男的啊！说好男女平等呢？,0,1,0,-1,-1
278,这种臭男人就应该先奸后杀,1,1,1,-1,-1
280,那还不是男性活该呀，男权社会压迫你们喽,1,1,0,-1,-1
281,吴尊像个无事人的嘴脸和最后附和的语气真尼玛恶心，是不是个男人,0,1,1,-1,-1
287,但是感觉有点恶心啊，这都能下嘴，这个男生好惨,0,1,0,-1,-1
293,讨厌打女生的男生！！！这女生做的在不对。。也不能打人！！最瞧不起的就是打女人的男人！就欺负我们力气不如你们！（ ）！,0,1,0,-1,-1
294,昂，要不然走在街上被骚扰了，别人会说， 这个男人活该，穿那么少出门，真随便。要不然为什么别人没事，就他被骚扰。我看啊，他就是骚。 男孩子一定要注意保护自己嘛。,1,1,0,-1,-1
297,woc这也太恶心了吧？？和lun未成年少女有什么区别？？？就是我有点好奇如果男性不ying的话怎么qiang...,1,1,1,-1,-1
301,我朋友特能喝，第一次去女友家家把老丈人喝得与他称兄道弟...,0,1,0,-1,-1
305,怕我男票发喜糖发穷了-_-#,0,1,0,-1,-1
306,真恶心的论调，这都能怪老婆，男的是没有思考能力吗，老婆让他怎样就怎样，这和被强奸了还要怪女生穿的少有什么区别？？,1,1,1,-1,-1
310,我能说从大清朝穿越过来的观念果然正统吗 我就想问问你是处男/非处，嫌弃/不嫌弃邱莹莹,1,1,0,-1,-1
312,这里的侮辱女性。不是说他侮辱女性比侮辱男性更严重。是说他的语言中，类似说滥交，这种是在毁坏一个女生的清誉。他实在是不尊重女性，这从艳照门事件里也能看出来。,1,1,0,-1,-1
315,刚开始已经说因为这个男生打架把他炒了，怎么吃完饭上车男生又说自己可以辞职，,0,1,0,-1,-1
316,要求母亲原谅出轨男，这不就是鼓励出轨？出轨男有付出代价吗？,0,1,0,-1,-1
318,为主人服役乃是奴隶的义务，若奴隶胆敢向主人提要求，无论是否合理，那都是鞭挞斩杀都不足以弥补的过错。,0,1,1,-1,-1
323,请务必好好活下去，每次看到这种消息，我就觉得这种男人就是个渣，说句不好听的，花钱去找个自愿的鸡不好吗？伤天害理，一定要受法律严惩,1,1,1,-1,-1
326,演反派不是健康的形象?！！！我理解的没错吧。。。虽然他很拼命，但是我一直都不喜欢想这个人，看着那些对女星色眯眯的，然后上下其手，就很恶心他,0,1,1,-1,-1
327,不不不，男生可以忍受女朋友在自己冷暴力逼迫下分手，绝对忍不了自己被绿了,0,1,0,-1,-1
328,我时候听说有一男的老是家暴，有一次打的女方受不了了，一怒之下拿着擀面杖把男方腿打折了，请问这种情况警察拘留不？,0,1,0,-1,-1
329,这男孩叫什么,0,1,0,-1,-1
336,我也这样过，后来发现自己老公长得丑，又没钱，一般女人都看不上，就淡定了,0,1,0,-1,-1
338,我没有给强奸犯辩护，但是，我忧虑的是 性侵 的泛化，在女权的绝对话语权和无限性开放的今天，这种事情如果继续发展，肯定会成为女权进一步欺压男性的工具。,1,1,0,-1,-1
339,的确，这男的真够恶心的,1,1,0,-1,-1
341,其实挺期望他反击一阵子，女生及其大哥怂了以后在变回以前的鼻涕哥,1,1,1,-1,-1
342,你去看他的回答历史他说亚洲男性 矮不性感没男人味身材差无聊 出个国就开始歧视中国男人口区,1,1,1,-1,-1
343,对，我在另外一个帖子评论下，看到一个男的说，只不过是出轨，为什么要杀人[好奇],0,1,0,-1,-1
344,有毒。微博骚男评论破万了。,0,1,0,-1,-1
346,我国法律男男不是强奸罪告了也没用[发呆],1,1,0,-1,-1
347,直男，谁嫁给你谁倒霉。,1,1,1,-1,-1
351,无忌啊！当心女人，越漂亮的女人越会骗人！,1,1,0,-1,-1
362,没看懂？男的是甩手掌柜的吗？就让女的干活，他不能干活吗？,1,1,0,-1,-1
363,这个技能有女朋友的估计见过,0,1,0,-1,-1
364,国外，尤其是美国，绝对是性别歧视的。拜政治正确所赐，理工科女性录取标准是很低的。所有说男女平等的，看看就行了，人家要的是录取男女比例平等。,1,1,0,-1,-1
366,王朔的我是你爸爸看得我一个十八岁的花季少女共鸣感无敌强烈.....怎么回事？,0,1,0,-1,-1
367,看第一句的时候，我还以为是可爱的男孩子,0,1,0,-1,-1
371,出轨无所谓了，成龙连私生女都有了，影响他的地位没？没有吧。,1,1,0,-1,-1
377,抹了，不过是在我不在的时候用的，估计是内心有个傲娇的男孩子吧╮(￣▽￣)╭,0,1,0,-1,-1
380,为什么结婚不能太早呢？一直以来父母都是用这样的说法教育我，但是我和初恋女友走过三年，如果不在26岁以前结婚的话感觉对不起女方。。,0,1,0,-1,-1
382,哇偏好某族裔就是多录取某族裔的理由那我更喜欢男性我也可以多录取男性咯？ 每个学校都可以根据自己偏好来歧视人啊 ？,0,1,0,-1,-1
383,总有这种垃圾丢我们男人的尊严和脸面，大男人欺负一个小女生，真他妈败类,0,1,0,-1,-1
387,我是真的想骂你一句，骂醒你。兄弟，你tmd是傻逼吧？你有啥不能摊牌的？？你tmd还是男人不？,1,1,1,-1,-1
394,问题是有很多女性认为郎朗是屌癌，丑逼，配不上现在这个老婆，我都开始怀疑人生了，这么好的优质股上哪里去找，我一男的都想嫁郎朗,1,1,1,-1,-1
396,10年前的自己：高中遇到的那个喜欢的男孩子要大胆去追，不要任性，高考填志愿时就填你最想去的那个，不要改！不要改！,0,1,0,-1,-1
401,说的很好不过有暴力倾向的男生在恋爱期间真的会暴露出来么什么表现呢伸手打人么,0,1,0,-1,-1
405,你写的这些够得上歧视女性了。哈哈哈别理我，我发发怨气而已。,1,1,0,-1,-1
406,关于2，你再细想想，人家这么说才会有女朋友的，你个单身狗[酷],0,1,0,-1,-1
408,很难判断。 作为gay向几个朋友出柜的经历来看，没一个人看出了我是，而且我还是钢铁弯的gay。,0,1,0,-1,-1
409,我也喜欢看185的瘦瘦男孩,0,1,0,-1,-1
419,男性同性恋比男女异性恋关系更容易传染艾滋病，肛门内部是柱状上皮，疏松，阴道内部是鳞状上皮细胞，紧密,1,1,0,-1,-1
421,我没见过几个女的骂人很厉害的，我见过2个男的双排因为我菜从游戏开骂到我结束的，死了还要说声垃圾，事后还加我邀请我就是为了骂我，简直了,1,1,0,-1,-1
426,丧偶式婚姻，话说有些男人的观念和责任心真的让人恶心，这种货色本该单身。 好多老人重男轻女，于是独子养成了残废,1,1,1,-1,-1
428,因为颜值得到过欺骗，贱男人提裤子就走还卖弄口才，这就起男人,1,1,1,-1,-1
429,反对楼上小叶子。只要女性认为被冒犯就算性骚扰？那男性怎么知道自己做了什么事情算骚扰？那男性面对女性就该什么都不做？ 刑不可知，则威不可测。nb嗷,1,1,0,-1,-1
430,老婆是女警，还敢出去玩？这不是找死吗,1,1,1,-1,-1
432,男同性恋肛交方式，基本不用套套，直肠黏膜较为脆弱，很容易在肛交过程中破损，出现流血。,1,1,1,-1,-1
433,答主这个回答，也可以用在男性为什么普遍不追求女性了，那个话题上。有时候，确实很无奈。,0,1,0,-1,-1
434,我萧某大好男儿，竟和你这种人齐名,1,1,0,-1,-1
435,这个男孩子很卡哇伊呢,0,1,0,-1,-1
436,这种男人死了活该吧,1,1,1,-1,-1
441,然而我们只敢有老婆，女性地位哪里不高了？桃饱网对男性有歧视的。[飙泪笑],1,1,0,-1,-1
443,一个常识，男权社会的意思，并不是说所有男性的社会，而是“有权的富有的上层的男性”的社会。,0,1,0,-1,-1
451,问题是，王宝强到底想要什么？我们同情王宝强，仅仅是因为老婆出轨实在是一件太丑的事情。是非常伤男人自尊的。,0,1,0,-1,-1
454,不存在，最好的几所大学，还是男生占绝对优势。,0,1,0,-1,-1
455,这个男的太过分了，讲道理出言讲道理批评够了，这样打太狠了,0,1,0,-1,-1
456,男的主要是卖腐啊,1,1,0,-1,-1
464,简直就是我的童年啊！哈哈哈哈～小时候就喜欢调戏男孩子,1,1,0,-1,-1
469,坏男孩的吸引力没看出来，只看得出来长得帅的有吸引力，但那和成绩没啥关系,1,1,0,-1,-1
470,就他那样也能让男人嫉妒？说实话，真的不是嫉妒，是让人觉得恶心,1,1,0,-1,-1
472,此情此景，我可能会进监狱 但是，为什么要找这样的一个女朋友呢,0,1,0,-1,-1
474,真是侮辱了山东男人,0,1,0,-1,-1
478,追女神的人也许很多，为什么老是听说没人追也许原因是。。。。。。屌丝不是人,1,1,1,-1,-1
479,支持，就是要把男的枪毙！这个祸害,1,1,1,-1,-1
480,感觉大部分男生的话你别对他喜欢的人太过分他们一般是不会插手女生之间的事的反正我身边是没有这种男生有的只是男生欺负他们女朋友他们去找那个男的麻烦而已,0,1,0,-1,-1
481,为什的男同更容易艾滋？,1,1,0,-1,-1
485,我也不会抱起孩子，男孩要培养他独立精神，不要拿孩子太小说事。,0,1,0,-1,-1
488,前两个都是视帝级的表演，加个张一山进来就太尬了，表情不能反映当时的情绪，那个搭戏女演员都比他表现得到位。,0,1,0,-1,-1
489,其实我们很难说明男人在某些方面欲望的事情。因为据科学调查，智力水平越高的人，对肾上腺素反控制就越差。看到这里恶心到了,1,1,0,-1,-1
491,13年11月出柜失败，在家关禁闭一周。,0,1,0,-1,-1
493,一个恶心的女权男,1,1,1,-1,-1
494,不不不，我们真正的山东男人只想一刀剁了这个东西的狗头,0,1,1,-1,-1
500,男朋友？对不起我是单身狗,0,1,0,-1,-1
505,重庆红衣男孩事件其实就是小男孩自己玩性窒息结果 了，可以去 站看看有个up主做的视频～,0,1,0,-1,-1
507,那你知道有个不尊重妈妈不尊重孩子的平时不出力的大男子主义的暴躁易怒爸爸的孩子是怎么样的吗？事情是有两面性的，我有一个完整的家庭，然后我学到了我爸暴躁易怒,1,1,0,-1,-1
512,肌肉男就肌肉男吧还搞成老头子男人不喜欢女人也不喜欢,1,1,0,-1,-1
526,最后一张图右侧第一个有点儿像女装的枣子哥啊[捂脸],0,1,0,-1,-1
536,诸葛亮已经给司马懿女装了，就是为了三交手，结果司马懿不来啊，诸葛亮也很无奈。,0,1,0,-1,-1
540,你也是男人，我也是男人，我侮辱你，就是侮辱我自己？,0,1,1,-1,-1
541,男人都是骗子，他最后还不是开始送外卖了么？,1,1,1,-1,-1
546,想起一个电影里的一句话，一个母亲的复仇:畜生才会强奸，男人不会。人比动物可有社会性和自制力，不然有什么区别呢？[发呆][发呆][发呆],1,1,1,-1,-1
549,不知道呢。 但是我也想知道，明明男人连孩子都不用生，但是为什么还这么多男人事业不行？,1,1,0,-1,-1
554,当年割腕包皮疼半天，最后医生来一句，还愣着干嘛，哪个手里白色药物是止疼药！该死的女护士不早说,1,1,0,-1,-1
556,我这破号说过类似言论，应该没你说的具体，可我却收到了直男癌和歧视女性的帽子，看来说话还是得有发言权啊,0,1,0,-1,-1
557,男性是艾滋病患者，如何怀孕？精液不是会传染吗？,1,1,0,-1,-1
559,健身房真的会有这么恶心的男的？碰到撸铁的女性顶多多看两眼罢了，然后还是弄自己的铁。。。这样的估计都会挨揍。,1,1,0,-1,-1
564,又没说要判强奸，事实上你鸡奸女性也不会判强奸罪,1,1,1,-1,-1
565,这个答案本来就直男癌短头发还不如黑长直了？真直男癌,1,1,1,-1,-1
567,那个男的是不是人体密度太低了？怎么感觉没什么受力支撑的样子？,0,1,0,-1,-1
569,很遗憾的是没有我喜欢的男孩子，还有喜欢我的男孩子,0,1,0,-1,-1
571,做为男性，我认为社会并没有对男性的歧视。,0,1,0,-1,-1
574,读尽经典养浩然之气入了陆地神仙，临死一战只为妻女平安,0,1,0,-1,-1
575,真的恶心，有个生殖器就作恶的男性。,1,1,1,-1,-1
576,张三丰:最老的处男,1,1,0,-1,-1
580,有几个长辈是这类型的男人有的还没出轨或者没被发现有点钱但是让人看不起,0,1,0,-1,-1
581,去淘宝搜会做饭的男朋友，居然真的有,1,1,0,-1,-1
582,男医生。。这么恐怖吗,0,1,0,-1,-1
583,男儿到死心如铁，看试手，补天裂。,0,1,0,-1,-1
585,于是问题来了：第几行的基佬变成了直男癌？,1,1,1,-1,-1
586,这广告不是更侮辱男人？男人的脸就是丑的，男人就是犯罪分子[惊喜]也就是男人不喜欢微博狗叫打拳,1,1,1,-1,-1
592,辣么优秀的男孩子，除非我眼瞎了不然不会脱粉hh,0,1,0,-1,-1
594,不是说离过婚的男人有罪，但起码可以判定那不是个好男人，如果是好男人会为了责任不离婚。别说女方什么什么才离的婚的鬼话。,1,1,0,-1,-1
595,为什么现代男性受歧视的现象总被忽视？,0,1,0,-1,-1
597,恶心满满的想到，或许隔壁姓王，所以该男子才在想要一起睡,0,1,0,-1,-1
600,我对一个人也有这样的疑惑，到底是不是gay，蹲一个愿意帮分析解答的。,0,1,0,-1,-1
601,"男性,就不累,既然说男女平等,那就该一视同仁,要不然就是放屁",1,1,0,-1,-1
606,还有我男神，油腻如同黑泥的头发，苍白的脸和大鼻子，以及黑甲虫一样的眼睛[捂脸]这个描述真的特别脱粉,0,1,0,-1,-1
614,家暴男？？,0,1,0,-1,-1
617,哈哈哈哈小时候是男孩堆里的领军人物啊啊啊,0,1,0,-1,-1
618,看来这位小哥还不知道网上规矩，绝对不能提家务、做饭、带孩子的事，提一下就会炸。,1,1,0,-1,-1
621,我一南方男生是很怕蟑螂，不过打死蟑螂啥的还是很有兴趣，比如在浴室碰到了先用淋浴花洒和蟑螂玩一阵子[捂脸][捂脸],0,1,0,-1,-1
625,所以以男性为主角就是直男癌？？,0,1,1,-1,-1
631,离婚，这样的男人看着恶心,1,1,1,-1,-1
633,中国的民族政策你懂的，很多东西媒体不会播。我也是看贴吧一些人拍的视频才看的多一些，比如袭击派出所，强奸妇女。,0,1,0,-1,-1
639,其实没男的的口供也能判把。毕竟有反抗肯定有伤。,1,1,0,-1,-1
640,没事，说不定因为那句话那个男孩一直发奋，现在比教主出色多得多呢～,0,1,0,-1,-1
642,不怕家暴吗。。 如果我出了这事就得真的好好考虑这男的能不能嫁了,0,1,0,-1,-1
643,如果是男的这反应，估计评论的女生又是另一幅嘴脸了。这的确是侵犯隐私权，去恶搞的人的确很恶心，但是开房记录不敢查也很恶心。,1,1,0,-1,-1
645,那个男的也是渣。,1,1,0,-1,-1
647,那个男生恶心透了,1,1,0,-1,-1
650,这个男孩子真可爱，想rua[飙泪笑],0,1,0,-1,-1
651,男权社会（男性繁衍策略构建维护社会秩序的社会，男性繁衍策略是以量取胜，让更多的女性为其生育）发展商业。,1,1,0,-1,-1
652,别的运动无视，只关注排球或者网球，能对国内外球员如数家珍的，九成是基。,0,1,1,-1,-1
663,"得了吧,日本男人都被日本女人逼得变草食男了还有脸说中国女人",1,1,1,-1,-1
664,yzy？一阵雨？骂人男散打？,0,1,0,-1,-1
665,家暴的男人真的垃圾，我烦什么好男不跟女斗这种伪君子，但打老婆的男人是最废物的，就算老婆出轨把自己绿成傻子，也只怪自己没本事而已，我男,1,1,1,-1,-1
666,我是处男1,0,1,0,-1,-1
672,男的刮腋毛？女的穿无袖裙子都不刮的，那才恶心，男的刮了会很娘吧,1,1,1,-1,-1
676,╮（╯＿╰）╭男的要被歧视嘛，评论要注意些什么吗→_→,0,1,0,-1,-1
678,我身边得癌症的也有几个，但是只有我公公这样而已，我没有贬低男性的意思，我只是拿我公公举例子而已,0,1,0,-1,-1
682,到现在还在追他的视频，虽说更新的越来越慢，但已经成为一种习惯，09，过气色情男主播,0,1,0,-1,-1
685,这样的男孩子即使外貌平凡，相处以后，自会成为我眼中的王子。,0,1,0,-1,-1
692,难道那个男人被，老妖强奸了不堪凌辱跳楼自杀？真相只有离他最近的人才知道,0,1,0,-1,-1
694,女匪贺英的弟弟，尽管他罪有应得，但就是死刑犯，执行死刑之前也得尊重他的人权吧,0,1,0,-1,-1
697,我可能是个假it男,0,1,0,-1,-1
701,这种事就不应该有第二种声音，jm和他的粉丝人人得而诛之的，微博上那些女性虽然说极端了点，但的确有有些畜生都不如的男性在那唱反调，我看到都恶心,1,1,1,-1,-1
704,好帅，需要女朋友吗,0,1,0,-1,-1
707,老版本真的一模一样，三个技能都是，还有姜子牙和光法也很像。话说就是因为王昭君像冰女，我才入坑的。。。,0,1,0,-1,-1
708,什么时候你在网上看不到杨笠这种扰乱社会秩序的潜在恐怖分子了，什么时候性别对立就结束了。,1,1,1,-1,-1
709,为什么不叫jblijbli[好奇]歧视男性？大夏天我气抖冷，中国男性什么时候才能站起来[大哭],1,1,0,-1,-1
718,重点不是侮辱女性，重点在侮辱小四好吧,1,1,0,-1,-1
721,搞小三不算传言了，亲自说的，希望太太和女朋友和平共处。,1,1,0,-1,-1
722,这个是不是遗传还真不好说。也许是男子受过什么刺激。总之对家人算个恶性循环。,0,1,0,-1,-1
727,我不知道我这种想法对不对，但是我确实这么想的，就是如果我的女友被强奸了，我会用尽一切手段报复那个人，但是我没法接受以后还一起生活，真的,0,1,0,-1,-1
728,同行还有男孩子啊，大家就是因为饭量大才聚到一起吃自助的,1,1,0,-1,-1
730,你歧视男宝，男宝不是人，大不了娶外国女人，都是命,1,1,1,-1,-1
732,那句舒服就好跟我男票一毛一样！！！,0,1,0,-1,-1
738,悲个龟。那我是不是可以说让女生没有兴致是男人最大的悲哀，你听这话你隔应不。呕,1,1,0,-1,-1
739,真的是感同身受，我有乳糖不耐，喝奶就拉肚子。我爹拼命逼我喝，原因是有营养，姐姐都能喝为什么我不能喝？男孩子还这么娇气。,1,1,0,-1,-1
743,怼你两句就是玻璃心？那要是态度恶劣一点岂不是要全做喷人了，受不了你一个大男人，心胸狭窄，全天下都得跟你一个样子才是政治正确。你懂什么叫人各有志吗？,1,1,0,-1,-1
748,男孩子就叫一言,0,1,0,-1,-1
750,但是在对面豹女三分出头刷干净自家野区的时候白银打两个buff一组野怪已经掉半血落下一级了。他来你野区或是双河蟹你除了看着好像没啥办法。。。,0,1,0,-1,-1
755,恶心的没看完，中年男被评价为不讲卫生者,1,1,0,-1,-1
756,最后的话实在不敢苟同，这就是对男性的歧视，它的内核也是在歧视男性。,0,1,0,-1,-1
757,男性受到了压迫，是指传统男性赚钱养家和彩礼嫁妆制度吧，女权就很反这个呀，你们受到了压迫的应该支持他们啊。,1,1,0,-1,-1
761,因为男性受到的压迫并非来自女性，而是来自于父权，田园女权认为这是个男权社会，对，是男权但也是错的。,0,1,0,-1,-1
762,说实话，20来岁的女孩子有一半摆个姿势加个美颜都能拍出你这效果，充满性暗示的一堆图片跑到知乎来吸粉，嗯，还tm被你吸了一大堆。已举报不谢。,1,1,1,-1,-1
765,同样家里重男轻女，所以以后要自私一些,0,1,0,-1,-1
772,这个视频是讲解数据分析可能遇到的问题以及给数据分析工作的一些建议。,0,1,0,-1,-1
774,作为不会回去的山东人表示楼主你说的歧视女性的问题，全国都存在。山东不是最严重的，连严重都算不上。虽然我很反感山东，但是要实事求是。,0,1,0,-1,-1
